head;relation;tail;head_rank;tail_rank
4695176;_derivationally_related_form;286605;1;1
6158346;_member_of_domain_topic;5974798;1;1
2130308;_member_holonym;2130190;1;1
4188368;_part_of;4194289;1;1
8775597;_instance_hypernym;8574314;1;1
1292534;_hypernym;1354673;1;1
6213688;_derivationally_related_form;9755398;1;1
11864602;_member_meronym;11866078;1;1
13096317;_hypernym;13095685;1;1
8103777;_member_holonym;8102555;1;1
1521367;_derivationally_related_form;10016954;1;1
2156532;_hypernym;5559908;1;1
8774073;_instance_hypernym;8524735;1;1
11804082;_member_meronym;11804604;1;1
3966976;_synset_domain_usage_of;6295235;1;1
1896478;_also_see;921014;1;1
8493261;_part_of;9023321;1;1
7939159;_hypernym;31264;1;1
3002351;_derivationally_related_form;13523661;1;1
12339319;_hypernym;11567411;1;1
13083586;_hyponym;13121544;1;1
6333653;_hyponym;6335832;MISS_36;MISS_504
9023118;_part_of;9275473;1;1
12283981;_member_meronym;12285512;1;1
7200527;_hyponym;7200813;1;1
852685;_hypernym;851933;MISS_82;MISS_238
1342124;_derivationally_related_form;3829563;1;1
1821727;_member_meronym;1821869;1;1
7270179;_derivationally_related_form;508032;1;1
5902545;_hypernym;5898568;1;1
13659419;_has_part;13659162;1;1
1662784;_hyponym;1669191;1;1
31921;_hyponym;5074774;1;1
14299637;_hyponym;14359952;1;1
803617;_hyponym;1145359;1;1
7498854;_hypernym;7497473;1;1
4633197;_hypernym;4632157;1;1
5269901;_hyponym;5279026;1;1
606370;_derivationally_related_form;1658762;1;1
5967191;_hypernym;5943300;1;1
1507175;_hyponym;1530256;1;1
3691128;_hyponym;2847942;1;1
139919;_synset_domain_topic_of;469651;1;1
6845599;_member_of_domain_usage;4011409;1;1
7578879;_hyponym;7579076;1;1
10180178;_hyponym;10700640;1;1
10728998;_derivationally_related_form;2530167;1;1
12714949;_member_holonym;12714550;1;1
8731606;_has_part;8716738;1;1
3900509;_hyponym;4120842;1;1
7233996;_derivationally_related_form;865958;1;1
1090446;_member_of_domain_topic;2298471;1;1
14636523;_hypernym;14622893;1;1
5983217;_hypernym;5982152;1;1
6122178;_hypernym;6115476;1;1
8944818;_part_of;8929922;1;1
2858304;_hyponym;4495843;1;1
40353;_hyponym;39950;1;1
9615807;_derivationally_related_form;710005;1;1
5697976;_derivationally_related_form;688377;1;1
11911274;_member_meronym;12167749;1;1
10127273;_hypernym;10287213;MISS_660;MISS_219
618451;_derivationally_related_form;4743024;1;1
14780267;_derivationally_related_form;237877;1;1
2471467;_member_meronym;2472012;1;1
8801546;_instance_hypernym;9032191;1;1
102791;_hyponym;102974;1;1
692143;_derivationally_related_form;7500414;1;1
80169;_hypernym;78760;1;1
6917083;_derivationally_related_form;3108623;1;1
2942699;_has_part;3340723;1;1
369399;_derivationally_related_form;1387786;1;1
2298160;_derivationally_related_form;8424951;1;1
1867295;_derivationally_related_form;1627355;1;1
2470175;_hypernym;2469835;1;1
11944196;_hypernym;13085113;1;1
12745788;_member_holonym;12740196;1;1
13104059;_hyponym;12334293;1;1
1542207;_derivationally_related_form;10587378;1;1
8821578;_has_part;8821187;1;1
734927;_derivationally_related_form;15159583;1;1
7208708;_hypernym;7208338;1;1
503237;_member_of_domain_topic;2980625;1;1
2299924;_hypernym;2298632;1;1
759694;_member_of_domain_topic;8021129;1;1
2873623;_hypernym;2944826;1;1
13491060;_part_of;13538314;1;1
1021794;_synset_domain_topic_of;903559;1;1
8518505;_hyponym;8695539;1;1
3122748;_hyponym;4151940;1;1
3351768;_member_holonym;3351434;1;1
2696801;_hyponym;2696503;1;1
14724025;_hypernym;14723079;1;1
11797016;_member_holonym;11796744;1;1
313987;_hypernym;126264;1;1
7221094;_hypernym;6598915;1;1
8617963;_hypernym;8664443;1;1
2397529;_hypernym;2394477;1;1
1275389;_synset_domain_region_of;9140148;1;1
8414807;_derivationally_related_form;625963;1;1
9624980;_hyponym;10032524;1;1
3082979;_member_of_domain_topic;5728493;1;1
9877587;_derivationally_related_form;2326355;1;1
9679708;_hypernym;9678009;1;1
12423565;_member_meronym;12465796;1;1
1680264;_member_holonym;1680137;1;1
9634494;_hypernym;7846;1;1
845178;_hypernym;13440063;87;13
11719468;_member_meronym;11735822;1;1
1190277;_derivationally_related_form;9782167;1;1
11573660;_hyponym;11858406;1;1
5461179;_has_part;5238282;1;1
13122364;_hyponym;11721642;1;1
5794403;_hypernym;5793000;1;1
6828818;_hyponym;6836929;1;1
7916970;_hypernym;7885223;1;1
3319858;_synset_domain_usage_of;6845599;1;1
10778345;_instance_hyponym;11282802;1;1
12358293;_has_part;7822323;MISS_62;MISS_285
8524735;_instance_hyponym;9158268;1;1
3441778;_synset_domain_usage_of;6845599;1;1
1024190;_derivationally_related_form;6763681;1;1
7350401;_derivationally_related_form;1892608;1;1
6888345;_derivationally_related_form;2139883;1;1
8199025;_member_of_domain_topic;1075117;1;1
1812720;_hyponym;1818235;1;1
2535909;_member_meronym;2536456;1;1
1448951;_hyponym;1449374;1;1
4760296;_hypernym;4761517;1;1
808191;_similar_to;808614;1;1
1650610;_hyponym;2395782;1;1
7032753;_synset_domain_topic_of;7071942;1;1
12171966;_member_holonym;12171750;1;1
4038109;_hypernym;4037625;1;1
8011523;_synset_domain_region_of;8798771;1;1
1232298;_derivationally_related_form;7538395;1;1
417001;_derivationally_related_form;3118539;1;1
9711530;_member_holonym;8783583;1;1
13122364;_hyponym;12298165;1;1
8510666;_hyponym;8629508;1;1
2371811;_hypernym;2367363;1;1
8524735;_instance_hyponym;9008723;1;1
11740208;_member_holonym;11739530;1;1
2642610;_hypernym;2641957;1;1
7526505;_hypernym;7526338;1;1
2854156;_hyponym;3630544;1;1
10162780;_synset_domain_usage_of;7075172;1;1
13489037;_hyponym;13543564;1;1
722232;_hyponym;2153253;1;1
356199;_hypernym;351638;1;1
5943300;_hyponym;5961278;1;1
8912703;_instance_hypernym;8524735;1;1
229026;_derivationally_related_form;14836960;1;1
2607630;_member_holonym;2553196;1;1
2325211;_member_holonym;2323715;1;1
2503803;_hypernym;2501738;1;1
15124545;_has_part;15124713;1;1
1292928;_instance_hypernym;956485;1;1
7809368;_hyponym;7822323;1;1
13617308;_synset_domain_topic_of;922327;1;1
146138;_hyponym;203866;1;1
1551871;_derivationally_related_form;937656;1;1
264776;_also_see;251809;1;1
73343;_derivationally_related_form;13473097;1;1
8704822;_has_part;8705251;1;1
12633386;_member_meronym;12633638;1;1
2916350;_hypernym;4008634;1;1
7275489;_hypernym;7274425;1;1
1698271;_hyponym;1700934;1;1
1619725;_hyponym;1658586;1;1
2575766;_member_meronym;2576223;1;1
8685677;_instance_hyponym;8686821;1;1
667747;_derivationally_related_form;10510546;1;1
8101410;_member_holonym;8110373;1;1
5867413;_hyponym;15257692;1;1
914421;_also_see;1837744;2;3
390735;_derivationally_related_form;1700326;MISS_27;MISS_58
4636610;_hypernym;4636397;1;1
12200315;_member_meronym;12200504;1;1
4072193;_derivationally_related_form;299341;1;1
2280223;_member_holonym;2273545;1;1
3736970;_hyponym;4590746;1;1
4626280;_hyponym;4627000;1;1
5554405;_hypernym;5554189;1;1
11727976;_hypernym;11571907;1;1
9257949;_hyponym;9223725;MISS_201;MISS_152
12056217;_hypernym;12041446;1;1
5279026;_part_of;1471682;1;1
14526182;_derivationally_related_form;2134350;1;1
13104059;_hyponym;11772879;1;1
1585890;_member_holonym;1584004;1;1
661091;_derivationally_related_form;10707233;1;1
10617193;_hypernym;10642151;11;12
2203362;_hyponym;2204242;1;1
14070360;_hyponym;14071235;1;1
8438533;_member_meronym;8439476;1;1
10014939;_derivationally_related_form;2443049;1;1
2052675;_derivationally_related_form;15287830;1;1
572186;_hypernym;126264;1;1
2568884;_derivationally_related_form;10626194;1;1
543410;_derivationally_related_form;13464820;1;1
1759182;_hyponym;2175263;1;1
2106506;_hyponym;2107588;1;1
4076846;_hypernym;3129123;1;1
8199025;_member_of_domain_topic;521970;1;1
10582154;_hyponym;10292192;1;1
5623181;_derivationally_related_form;306314;MISS_270;MISS_96
1702154;_derivationally_related_form;9784564;1;1
3484083;_has_part;3485997;1;1
1679669;_derivationally_related_form;7672421;1;1
8188449;_member_meronym;9920901;1;1
11575425;_hyponym;12201456;1;1
3054098;_hyponym;3756184;1;1
8524735;_instance_hyponym;9131205;1;1
13439390;_hypernym;13526110;1;1
4955160;_derivationally_related_form;1245637;1;1
2453321;_hypernym;2452885;1;1
2120692;_member_meronym;2128120;1;1
543233;_member_of_domain_topic;1728355;1;1
13453160;_hyponym;13484644;1;1
887081;_hyponym;892861;1;1
10027246;_hyponym;10531557;1;1
2339413;_hyponym;2341684;1;1
12707781;_hyponym;12712320;1;1
14580897;_hyponym;14991712;1;1
8230219;_hypernym;8227214;1;1
1236164;_hyponym;1240308;1;1
19613;_hypernym;13809207;MISS_113;MISS_598
6778925;_hypernym;6778102;1;1
7400361;_derivationally_related_form;2188587;1;1
559102;_derivationally_related_form;10056103;1;1
9223725;_hypernym;9257949;MISS_148;MISS_223
1211699;_hyponym;1586278;1;1
3592245;_hypernym;3111690;1;1
9353437;_part_of;8849753;1;1
4568298;_hypernym;3178782;1;1
6792526;_synset_domain_region_of;8860123;1;1
1560984;_derivationally_related_form;7313814;1;1
1746565;_member_holonym;1744657;69;48
8945821;_instance_hypernym;8698379;1;1
3566329;_hypernym;3700963;MISS_90;MISS_187
81671;_also_see;262792;1;1
793271;_derivationally_related_form;8479615;1;1
5093581;_hyponym;5137165;1;1
1944466;_hypernym;1974062;1;1
13384164;_hypernym;13281275;1;1
8879388;_instance_hypernym;8524735;21;1
853195;_derivationally_related_form;7215568;1;1
4425262;_hypernym;3713736;1;1
7289588;_derivationally_related_form;925490;1;1
6877742;_derivationally_related_form;34758;1;1
1512625;_hyponym;1512921;1;1
4018399;_synset_domain_region_of;8860123;1;1
14526764;_derivationally_related_form;2363358;1;1
582145;_derivationally_related_form;4631700;1;1
8441203;_member_of_domain_topic;10226060;1;1
875394;_hyponym;879356;1;1
14935555;_hyponym;14824238;1;1
947857;_derivationally_related_form;634586;MISS_455;MISS_22
1657723;_hyponym;1693995;1;1
9471638;_part_of;9167101;1;1
2503127;_member_holonym;2502902;2;1
1424607;_member_meronym;1425076;1;1
717208;_hyponym;717748;1;1
687295;_derivationally_related_form;9779124;1;1
9360122;_instance_hyponym;9459114;13;MISS_371
4446276;_hyponym;4558478;1;1
849788;_derivationally_related_form;6780069;1;1
1380122;_derivationally_related_form;367976;1;1
4475;_hypernym;4258;1;1
11743772;_hypernym;11743294;1;1
10466198;_derivationally_related_form;901103;1;1
565279;_hypernym;109660;1;1
3003730;_hyponym;2921884;MISS_277;MISS_75
1850315;_hyponym;1435380;1;1
7154330;_derivationally_related_form;2937108;1;1
5497363;_part_of;5491612;1;1
277811;_derivationally_related_form;216216;1;1
12367611;_member_holonym;12367306;1;1
2566528;_derivationally_related_form;9633969;1;1
346991;_also_see;1754421;1;1
943837;_hyponym;930368;1;1
955060;_hyponym;955565;1;1
8208016;_hypernym;8008335;1;1
5159495;_hypernym;5159225;1;1
1530431;_derivationally_related_form;5582859;1;1
3051540;_derivationally_related_form;52374;1;1
1672168;_derivationally_related_form;4568713;1;1
3040974;_derivationally_related_form;1392380;1;1
1193099;_derivationally_related_form;759186;1;1
3070193;_hypernym;2670382;1;1
10175725;_hypernym;9977660;MISS_181;175
13134302;_hyponym;12459629;1;1
2430929;_member_holonym;2429695;1;1
12647560;_hypernym;12647376;1;1
2942699;_has_part;4211528;1;1
2082056;_member_holonym;1886220;1;1
7411350;_derivationally_related_form;2033295;1;1
1424456;_derivationally_related_form;5553486;1;1
7243837;_synset_domain_topic_of;1032368;1;1
76072;_derivationally_related_form;2527651;1;1
8524735;_instance_hyponym;9065328;1;1
1534609;_derivationally_related_form;278221;1;1
4952570;_hypernym;4952242;1;1
11553763;_hyponym;11664090;1;1
1628885;_member_meronym;1631035;1;1
9020299;_instance_hypernym;8524735;1;1
389238;_derivationally_related_form;5001867;1;1
5264081;_hyponym;5264247;1;1
3579355;_derivationally_related_form;1675963;1;1
705580;_hypernym;661091;1;1
10285313;_hyponym;10591949;1;1
80705;_synset_domain_topic_of;612160;1;1
10551265;_synset_domain_topic_of;15259284;1;1
2716866;_hyponym;4443588;1;1
2409941;_derivationally_related_form;6520944;1;1
2025550;_derivationally_related_form;827782;MISS_311;MISS_275
10527334;_hyponym;10210137;1;1
2570267;_hypernym;2514187;1;1
4017137;_hyponym;3479647;1;1
13459322;_hyponym;13541798;1;1
7105475;_member_of_domain_usage;36580;1;1
1292727;_derivationally_related_form;9334396;1;1
1684133;_hyponym;1684578;1;1
11867525;_member_meronym;11896904;1;1
6155075;_hypernym;6153846;1;1
464962;_also_see;1430847;1;1
10362003;_hypernym;7846;1;1
751887;_derivationally_related_form;8190292;1;1
9089923;_instance_hypernym;8524735;1;1
9641757;_hyponym;9673495;1;1
2140033;_derivationally_related_form;522145;1;1
1932800;_member_holonym;1929396;1;1
334935;_derivationally_related_form;1499265;1;1
2395406;_derivationally_related_form;2395694;1;1
511817;_derivationally_related_form;2418421;1;1
14681555;_hyponym;14680261;1;1
10343554;_instance_hyponym;10854397;1;1
11511765;_derivationally_related_form;835903;1;1
12163824;_has_part;7755411;1;1
1225562;_derivationally_related_form;11551;1;1
4894204;_hypernym;4894037;1;1
935940;_derivationally_related_form;1643464;1;1
11562747;_hyponym;12391745;1;1
10037922;_hypernym;10515194;1;1
3639497;_hypernym;4402057;1;1
9217638;_hyponym;9376526;1;1
15146004;_hypernym;15290337;1;1
1483779;_hypernym;1463963;1;1
9258715;_hyponym;9443136;1;1
2795169;_has_part;3533972;1;1
2987047;_hypernym;3574816;1;1
8524735;_instance_hyponym;8910230;1;1
8698379;_instance_hyponym;8777544;1;1
2418686;_hypernym;2419073;MISS_14;MISS_393
2950154;_derivationally_related_form;7115914;1;1
7286368;_hypernym;7286014;1;1
2119874;_derivationally_related_form;14180327;1;4
9184136;_hypernym;9183693;1;1
4179385;_hyponym;3428805;1;1
11608250;_hyponym;11614713;1;1
1850315;_hyponym;2056466;1;1
1558765;_hypernym;1557185;1;1
1639714;_hypernym;1631534;1;1
7027180;_hypernym;7020895;1;1
12812665;_member_holonym;12811856;1;1
9426788;_has_part;9313716;1;1
1659248;_hyponym;1660252;1;1
10435;_hyponym;2011685;1;1
11739809;_member_holonym;11739530;1;1
181781;_member_of_domain_topic;9612291;1;1
7388987;_derivationally_related_form;1247804;1;1
1495701;_hyponym;1501160;1;1
6236802;_hypernym;5946687;1;1
7965085;_hyponym;8381436;1;1
11564734;_hyponym;12723985;1;1
4081844;_hyponym;2890940;1;1
3234306;_hyponym;3186399;1;1
2185167;_member_holonym;2185007;1;1
1522276;_derivationally_related_form;7441619;81;166
12739801;_member_holonym;12739595;1;1
3466162;_has_part;4551375;1;1
2711114;_hypernym;2700867;1;1
2229828;_hypernym;2229550;1;1
1960779;_synset_domain_topic_of;299217;1;1
6361770;_hyponym;6352782;1;1
6875094;_hypernym;6873571;1;1
8524735;_instance_hyponym;8714966;1;1
9188094;_part_of;9198106;1;1
1441510;_hyponym;1442203;1;1
61401;_hypernym;61595;MISS_85;89
1800195;_hypernym;1799302;1;1
2647903;_member_meronym;2648035;1;1
14991712;_hyponym;14991927;1;1
784388;_hypernym;768701;1;1
6732710;_derivationally_related_form;1015244;1;1
4230808;_hypernym;3419014;1;1
2367363;_hyponym;2641463;1;1
2397637;_hyponym;2398314;1;1
12994979;_member_meronym;12995724;1;1
6682494;_hypernym;6682290;1;1
5946687;_member_of_domain_topic;6684798;1;1
1422172;_hypernym;1421622;1;1
3401721;_part_of;3791235;1;1
10315561;_derivationally_related_form;13655262;1;1
7230502;_hypernym;7160883;1;1
9051898;_instance_hypernym;8574314;1;1
3540267;_synset_domain_region_of;8860123;1;1
1140315;_derivationally_related_form;7797641;1;1
1528821;_derivationally_related_form;13496286;1;1
2214972;_member_holonym;2205896;1;1
2678070;_hypernym;2422026;1;1
1943406;_also_see;2498708;1;1
1249724;_hyponym;1250474;1;1
4519887;_part_of;2862048;1;1
10294602;_hyponym;10567172;1;1
5294606;_derivationally_related_form;27268;1;1
8726582;_part_of;8725692;1;1
8365855;_derivationally_related_form;409281;1;1
7486628;_hyponym;7487063;1;1
888796;_hypernym;887081;1;1
486557;_hypernym;486018;1;1
3118539;_hyponym;4394031;1;1
5405324;_hypernym;13771404;1;1
10319580;_derivationally_related_form;7255998;1;1
156101;_also_see;82241;1;1
14627820;_derivationally_related_form;1338113;1;1
5415395;_hypernym;5404728;1;1
9014979;_has_part;9263087;1;1
3823540;_synset_domain_region_of;8860123;1;1
2205272;_hyponym;2304648;1;1
8803382;_instance_hyponym;8811982;1;1
10634316;_derivationally_related_form;633443;1;1
1675190;_also_see;1282014;MISS_12;MISS_88
12039743;_member_meronym;12051285;1;1
1569181;_derivationally_related_form;225593;1;1
5844105;_hypernym;5839024;1;1
773432;_derivationally_related_form;7183151;1;1
1105639;_hyponym;1106670;1;1
376106;_hypernym;443984;MISS_291;MISS_348
5430628;_hyponym;5459232;1;1
1097500;_derivationally_related_form;15293590;1;1
11579418;_hyponym;12833341;1;1
8441203;_member_of_domain_topic;1191975;1;1
13027190;_member_holonym;13026763;1;1
10299700;_derivationally_related_form;855674;1;1
11585340;_hyponym;12521847;1;1
13208468;_member_holonym;13205482;1;1
3082807;_derivationally_related_form;1387786;1;1
1958868;_synset_domain_topic_of;299217;1;1
5464685;_has_part;5468523;1;1
14123259;_hypernym;14123044;1;1
11579418;_hyponym;11960540;1;1
2125311;_member_holonym;2121234;9;3
10754449;_derivationally_related_form;2566528;MISS_618;MISS_58
1218766;_derivationally_related_form;1778017;1;1
3118539;_derivationally_related_form;2666691;1;1
13194036;_hypernym;13193642;1;1
2215966;_hypernym;2271137;1;1
12320010;_hyponym;12321669;1;1
9977660;_hyponym;9810707;1;1
13504739;_part_of;13516597;1;1
14862753;_hypernym;14739360;1;1
4363991;_synset_domain_region_of;8860123;1;1
8211290;_hyponym;8211475;1;1
2130300;_hypernym;644583;1;1
126264;_hyponym;405853;1;1
437852;_also_see;1507402;1;1
1911511;_member_meronym;1912272;1;1
8571275;_hypernym;8523483;1;1
2376958;_hypernym;2367363;1;1
3044934;_derivationally_related_form;1456463;1;1
904690;_derivationally_related_form;6740644;1;1
1206218;_hyponym;1400044;1;1
15388;_hyponym;1315213;1;1
539510;_hypernym;539121;1;1
8593262;_hyponym;8679369;1;1
1949007;_hypernym;1955984;1;1
2474780;_hypernym;884540;1;1
7687789;_hyponym;7689003;MISS_237;MISS_2
276987;_derivationally_related_form;493259;1;1
609506;_hypernym;609683;1;1
9636339;_synset_domain_usage_of;7073447;1;1
11416988;_hypernym;11410625;1;1
2534559;_hyponym;2538406;1;1
5406782;_hypernym;5397468;1;1
9475292;_instance_hyponym;9232165;1;1
202236;_derivationally_related_form;6756407;1;1
7976936;_derivationally_related_form;2490430;1;1
6407094;_hypernym;6362953;1;1
3525827;_hyponym;4538552;1;1
8441203;_member_of_domain_topic;10786517;1;1
836236;_derivationally_related_form;10685853;1;1
1947735;_hypernym;1945845;1;1
14052046;_hyponym;14213199;1;1
58519;_derivationally_related_form;2015598;1;1
13470491;_hypernym;13457378;1;1
4768657;_derivationally_related_form;404642;1;1
10434725;_derivationally_related_form;1645421;6;19
1866192;_derivationally_related_form;4101497;1;1
13112664;_hyponym;11938261;1;1
8851500;_instance_hypernym;8633957;1;1
5835747;_hyponym;5855125;MISS_426;MISS_169
9437369;_derivationally_related_form;1558883;1;1
2242464;_synset_domain_topic_of;1090446;1;1
4617562;_hypernym;24264;1;1
1923171;_member_holonym;1313093;1;1
5803379;_hyponym;5804136;1;1
645552;_derivationally_related_form;152727;1;1
394813;_hypernym;140123;1;1
2528534;_member_meronym;2538730;1;1
835506;_derivationally_related_form;10256537;1;4
8766988;_has_part;8772667;1;393
2996904;_derivationally_related_form;6372095;1;1
12353754;_member_holonym;12353604;1;1
62582;_derivationally_related_form;2758960;1;1
2497586;_derivationally_related_form;3044083;1;1
2186690;_hypernym;2179518;1;1
9698108;_member_holonym;8730550;1;1
44150;_hypernym;30358;1;1
8691669;_instance_hyponym;8947617;1;1
1507402;_derivationally_related_form;4831031;1;1
1216522;_hyponym;1424456;1;1
13192625;_member_holonym;13192025;1;1
1759182;_hyponym;2193799;1;1
3075191;_derivationally_related_form;9714429;1;1
5667196;_hyponym;5667404;1;1
9029457;_has_part;9029884;1;1
8303275;_hyponym;8304135;1;1
13860793;_hyponym;13914608;1;1
471613;_member_of_domain_topic;10708976;1;1
3357081;_hypernym;4489008;1;1
1602318;_derivationally_related_form;14002279;1;1
5260240;_hypernym;5256862;1;1
1972976;_derivationally_related_form;7344233;1;1
3733925;_hyponym;3071552;1;1
3120778;_hypernym;4105893;1;1
12992022;_member_holonym;12991488;1;1
4179385;_hypernym;3816849;1;1
5011790;_hypernym;5009170;1;1
1445407;_hypernym;1441100;1;1
15068436;_hypernym;14818238;1;1
140751;_hypernym;138508;1;1
6394701;_hypernym;6598915;1;1
12326842;_member_meronym;12327022;1;1
8703454;_has_part;9384223;1;1
796976;_derivationally_related_form;10616379;1;1
1397088;_hypernym;1400044;1;1
1548301;_hypernym;1547832;1;1
1947352;_hypernym;1946996;1;1
1128193;_derivationally_related_form;4014297;1;1
558008;_synset_domain_topic_of;463543;1;1
4975340;_derivationally_related_form;574735;1;1
2429695;_member_meronym;2435386;1;1
12332218;_member_holonym;12331415;1;1
3611590;_hypernym;3433434;MISS_53;MISS_136
7911677;_hyponym;7915618;1;1
284798;_hyponym;291286;1;1
11799732;_member_holonym;11799520;1;1
660102;_derivationally_related_form;14429985;1;1
1918803;_hypernym;1904930;1;1
12020507;_member_holonym;12020388;1;1
13316332;_hypernym;13313899;1;1
11648617;_hypernym;11554175;1;1
9063673;_instance_hypernym;8638442;1;1
1886220;_member_holonym;1861465;1;1
10566072;_instance_hyponym;11128394;1;1
1759182;_hyponym;2199999;1;1
3977966;_hypernym;4520170;1;1
12370011;_member_meronym;12370174;1;1
10557854;_hyponym;10456696;1;1
7142365;_hypernym;7140659;1;1
10110287;_hypernym;10245639;1;1
854000;_derivationally_related_form;1426153;1;1
3928116;_hyponym;3452741;1;1
2279442;_member_holonym;2273545;1;1
7805254;_derivationally_related_form;1593937;1;1
14531392;_hypernym;14531983;1;1
6669864;_synset_domain_topic_of;6000644;1;1
307631;_hypernym;306426;MISS_85;MISS_307
4987620;_hyponym;4990021;1;1
9673495;_member_holonym;8900535;1;1
611802;_derivationally_related_form;5761918;1;1
781000;_hyponym;2684453;1;1
15181718;_has_part;15241777;1;1
9760913;_hypernym;10340312;1;1
28362;_hypernym;22686;4;1
187526;_derivationally_related_form;3573282;1;1
10271216;_derivationally_related_form;2151966;1;1
289082;_also_see;1752167;1;1
7048000;_derivationally_related_form;1729431;1;1
10527334;_instance_hyponym;11366405;1;1
3534776;_hypernym;4517823;1;1
12213635;_member_meronym;12222715;1;1
11456273;_has_part;11455901;1;1
2505807;_verb_group;1110661;1;1
1904930;_hyponym;1919391;1;1
10634990;_derivationally_related_form;20926;MISS_295;MISS_301
95971;_derivationally_related_form;265386;1;1
6717170;_member_of_domain_usage;10076033;6;MISS_1577
2364520;_hypernym;2329401;1;1
1105296;_hypernym;1105639;1;1
927430;_derivationally_related_form;10673451;1;1
12006503;_hypernym;11579418;1;1
7846;_hyponym;9626031;1;1
1336587;_derivationally_related_form;10667187;1;1
12800586;_member_holonym;12800327;1;1
5044387;_derivationally_related_form;2112546;1;1
5449959;_hyponym;5453523;1;1
8571139;_part_of;8524735;1;1
13652066;_hypernym;13603305;1;1
1277974;_hyponym;1278427;1;1
9791248;_synset_domain_topic_of;4323026;1;1
12019675;_hypernym;11579418;1;1
11418750;_hyponym;11444816;1;1
13108841;_hyponym;11653904;1;1
8377806;_hypernym;8457976;1;1
14046202;_derivationally_related_form;59019;1;1
64889;_hyponym;64643;1;1
463234;_derivationally_related_form;1079604;1;1
11665372;_hyponym;11669921;1;1
6043075;_member_of_domain_topic;10026058;1;1
11451442;_has_part;11500968;1;1
12775530;_member_meronym;12775919;1;1
8766988;_has_part;9417560;1;1
10264437;_hypernym;10560637;1;1
10490699;_hyponym;9773962;1;1
775156;_derivationally_related_form;1170962;1;1
6095022;_derivationally_related_form;9818343;1;1
8736779;_instance_hypernym;8524735;1;1
1154175;_derivationally_related_form;130347;1;1
6820425;_hypernym;6818970;1;1
858631;_hypernym;858377;1;1
11566230;_hyponym;12811856;1;1
1703023;_synset_domain_topic_of;7092592;1;1
11567411;_hyponym;12751554;1;1
2035919;_hyponym;2062632;1;1
12575089;_member_meronym;12576029;1;1
7781319;_part_of;2624551;1;1
9459114;_instance_hypernym;9360122;MISS_418;11
754873;_derivationally_related_form;4665813;1;1
2236124;_hypernym;2210855;1;1
11748811;_hypernym;13139055;1;1
1031256;_hyponym;1031756;1;1
7066459;_synset_domain_region_of;8860123;1;1
1049685;_derivationally_related_form;2147109;1;1
1805199;_member_holonym;1802309;1;1
4887129;_hyponym;4835260;1;1
11575425;_hyponym;11866078;1;1
10373801;_derivationally_related_form;2607909;1;1
10771636;_hypernym;7846;1;1
302861;_derivationally_related_form;1713348;1;1
4036776;_hypernym;13893786;1;1
2539334;_hypernym;2441022;29;7
15388;_hyponym;2152740;1;1
1912159;_hypernym;2050132;1;1
12626030;_member_meronym;12627526;1;1
14425103;_derivationally_related_form;9605289;1;1
403466;_derivationally_related_form;1549905;1;1
3668642;_hypernym;3931044;1;1
12533588;_member_meronym;12533730;1;1
6542830;_hyponym;6543246;1;1
1508368;_hyponym;1512465;1;1
12746106;_hypernym;13112664;1;1
751779;_derivationally_related_form;835506;1;1
14064644;_derivationally_related_form;1190277;1;1
12111882;_member_holonym;12100538;1;1
14662574;_hyponym;15066367;1;1
10705615;_instance_hyponym;10820790;1;2
11911591;_member_meronym;11924330;1;1
7127006;_hyponym;7128060;1;1
3053272;_hypernym;3713736;1;1
7432973;_derivationally_related_form;2047650;1;1
383952;_derivationally_related_form;520357;1;1
1972017;_member_meronym;1972131;1;1
9778783;_hypernym;10731244;1;1
5190804;_hyponym;5034473;MISS_350;MISS_260
1725712;_also_see;1463965;1;1
3435382;_hypernym;2716866;1;1
6514093;_hyponym;6515662;1;1
3122295;_hypernym;4543158;1;1
3903424;_hyponym;2670683;1;1
6329506;_hypernym;6309383;1;1
1332730;_hyponym;1336159;1;1
9189411;_has_part;8717209;1;1
1887576;_hyponym;1936753;1;1
1311520;_instance_hypernym;996817;1;1
8759852;_instance_hypernym;8524735;1;1
879271;_hyponym;141806;MISS_238;MISS_15
2927399;_hypernym;3892891;MISS_198;100
14550987;_hypernym;14550797;1;1
11900986;_member_meronym;11902200;1;1
2774630;_has_part;3485997;1;1
914929;_hypernym;913705;1;1
2324717;_hypernym;1864707;1;1
6023022;_synset_domain_topic_of;6018465;1;1
4579986;_synset_domain_topic_of;503237;1;1
528339;_derivationally_related_form;7419792;1;1
2187759;_hypernym;1762525;1;1
955060;_hyponym;959992;1;1
94001;_hyponym;94240;1;1
10293332;_derivationally_related_form;1919391;1;1
1974399;_member_meronym;1997698;1;1
2883205;_hypernym;3815615;1;1
2789770;_hypernym;4047401;1;1
6404582;_hypernym;6333653;1;1
9686536;_hyponym;9713985;1;1
9632518;_hyponym;10582154;1;1
1301051;_hyponym;1300655;1;1
8506641;_has_part;8573674;1;1
10284064;_hyponym;10292316;1;1
12425281;_hyponym;12468243;1;1
11015080;_instance_hypernym;10022111;1;1
6095022;_member_of_domain_topic;43411;1;1
1295373;_part_of;1311520;1;1
3907227;_hyponym;3376159;1;1
9379111;_hyponym;9410928;1;1
746587;_hypernym;746232;1;1
13087625;_hyponym;13164583;1;1
8131530;_has_part;8132046;1;43
