head;relation;tail;head_rank;tail_rank
9252078;_instance_hypernym;9411430;MISS_1339;4
3852280;_has_part;3656484;10;2
1467180;_member_meronym;1467504;6;4
1194483;_derivationally_related_form;4663763;1;1
9760913;_derivationally_related_form;1728355;1;1
8792548;_has_part;8797840;57;446
650353;_derivationally_related_form;10012815;1;1
6609503;_hypernym;6607339;6;15
6151693;_hypernym;6143154;4;1
207306;_hypernym;206927;MISS_126;1265
11886788;_hypernym;11575425;5;1
14302261;_derivationally_related_form;2616627;1;1
8152657;_member_meronym;10547145;47;12
1834896;_verb_group;1835103;1;1
2766792;_hypernym;3452741;MISS_24;MISS_1
3530910;_has_part;3532187;MISS_61;MISS_498
1771390;_hypernym;1767949;24;20
8023843;_instance_hypernym;8392137;804;1
13000372;_member_meronym;13004160;2;59
1696648;_hypernym;1675963;MISS_843;406
8928933;_instance_hypernym;8524735;23;1
2647497;_derivationally_related_form;5393023;1;1
13137409;_has_part;7742704;51;8
881329;_hypernym;880978;MISS_31;MISS_1
4543772;_has_part;4283378;3;1
11683989;_derivationally_related_form;1500873;1;1
12079737;_hypernym;11556857;2;1
921072;_derivationally_related_form;5919034;1;1
11795366;_hypernym;11556857;16;1
2038357;_derivationally_related_form;5068080;1;1
14863521;_hypernym;14859838;MISS_90;MISS_1679
1020005;_derivationally_related_form;6765044;1;1
1134781;_derivationally_related_form;122954;1;1
2016523;_derivationally_related_form;7370125;1;1
8815046;_member_meronym;9693809;3;1
977153;_hypernym;976653;MISS_168;MISS_1679
1305361;_derivationally_related_form;8640111;MISS_1161;MISS_4483
6335832;_hypernym;6333653;MISS_553;MISS_86
241038;_derivationally_related_form;7313004;1;1
1209678;_derivationally_related_form;5566504;1;1
9044862;_member_of_domain_region;7647496;MISS_2;MISS_2195
12194776;_member_meronym;12195965;5;11
12574727;_hypernym;11585340;2;1
12154628;_member_meronym;12154773;MISS_198;MISS_376
369194;_derivationally_related_form;8303504;1;1
4029734;_hypernym;4421872;MISS_116;MISS_1
6584891;_hypernym;6355894;3;3
198793;_hypernym;191142;MISS_718;37
3339296;_hypernym;4188643;MISS_339;687
8929243;_has_part;8929555;MISS_349;MISS_742
15163005;_hypernym;15157041;14;20
2154508;_derivationally_related_form;6767035;1;1
1792097;_hypernym;1790020;24;14
8715952;_instance_hypernym;8524735;MISS_1859;2
4003241;_hypernym;4330340;MISS_103;MISS_1
15237782;_hypernym;15236475;MISS_231;MISS_1673
10274639;_hypernym;9931267;MISS_888;MISS_1
1374465;_derivationally_related_form;9397607;1;1
2124748;_hypernym;2106506;24;3
2594552;_hypernym;2594250;MISS_232;MISS_879
1950798;_derivationally_related_form;1105259;1;1
8394423;_hypernym;8191230;217;185
7712559;_hypernym;7712382;MISS_125;MISS_1744
7182744;_hypernym;7183151;MISS_588;MISS_1
2244963;_hypernym;1759182;21;1
8101410;_derivationally_related_form;1429455;1;1
5459953;_hypernym;14867858;MISS_100;MISS_357
652659;_hypernym;633864;MISS_236;409
3270165;_has_part;4304375;MISS_19;MISS_709
4217882;_derivationally_related_form;1498319;1;1
2579447;_derivationally_related_form;10419047;1;1
574996;_derivationally_related_form;7416107;1;1
1217043;_derivationally_related_form;3421117;1;1
3075191;_derivationally_related_form;6974127;1;1
7211752;_derivationally_related_form;66025;1;1
43765;_derivationally_related_form;2603699;1;1
518653;_hypernym;313987;MISS_30;MISS_1690
2932891;_derivationally_related_form;1844653;1;1
768353;_hypernym;766234;MISS_601;MISS_1
2087156;_hypernym;2077656;57;10
11746776;_member_meronym;12486732;156;MISS_748
6295235;_member_of_domain_usage;3825080;1;868
1471682;_has_part;5563034;153;MISS_788
1505254;_verb_group;2098458;1;1
1409065;_hypernym;1387617;MISS_953;MISS_1
1835496;_also_see;1992503;1;30
14476205;_hypernym;14475405;MISS_91;MISS_1
514396;_derivationally_related_form;1387786;1;1
1798100;_hypernym;1770501;MISS_158;1262
7269916;_hypernym;6806469;MISS_226;1730
417643;_derivationally_related_form;1424948;1;1
8860123;_member_of_domain_region;504844;1;MISS_2657
10060352;_derivationally_related_form;796886;1;1
1400856;_hypernym;1400044;MISS_236;554
1421622;_hypernym;1296462;MISS_221;376
2329883;_derivationally_related_form;4322026;1;1
783042;_hypernym;782527;4;3
236581;_derivationally_related_form;2007417;1;1
2072673;_hypernym;1992503;MISS_342;363
8720481;_has_part;9341673;2;1
455529;_derivationally_related_form;252430;1;1
4643221;_hypernym;4623612;MISS_127;847
667424;_hypernym;666886;MISS_37;MISS_2065
1543998;_verb_group;1543123;1;1
10207514;_hypernym;10305802;MISS_117;MISS_1711
8775597;_instance_hypernym;8574314;MISS_2212;3
40962;_derivationally_related_form;2724417;1;1
9614047;_derivationally_related_form;264776;1;1
553362;_derivationally_related_form;1103836;1;1
11864602;_member_meronym;11866078;18;163
13096317;_hypernym;13095685;MISS_101;MISS_1
3258730;_hypernym;3121897;MISS_528;MISS_1677
8774073;_instance_hypernym;8524735;95;1
11804082;_member_meronym;11804604;1;3
1896478;_also_see;921014;1;1
12339319;_hypernym;11567411;3;1
475647;_derivationally_related_form;252430;1;1
7939159;_hypernym;31264;MISS_640;684
2428487;_derivationally_related_form;53913;1;1
12283981;_member_meronym;12285512;1;1
931847;_derivationally_related_form;1644746;1;1
2156532;_hypernym;5559908;MISS_154;661
369138;_derivationally_related_form;2028994;1;1
5902545;_hypernym;5898568;MISS_219;MISS_1041
10435988;_derivationally_related_form;1507143;1;1
852685;_hypernym;851933;45;103
1821727;_member_meronym;1821869;MISS_45;MISS_558
13659419;_has_part;13659162;19;11
1292534;_hypernym;1354673;11;1
67274;_derivationally_related_form;9860940;1;1
6845599;_member_of_domain_usage;4011409;1;382
139919;_synset_domain_topic_of;469651;11;1
8731606;_has_part;8716738;2;3
13412321;_derivationally_related_form;1001857;1;1
5967191;_hypernym;5943300;31;3
7498854;_hypernym;7497473;MISS_188;1793
5983217;_hypernym;5982152;MISS_138;MISS_458
14636523;_hypernym;14622893;MISS_376;MISS_1
7443010;_derivationally_related_form;1521124;1;1
2646757;_derivationally_related_form;13253751;1;1
4633197;_hypernym;4632157;MISS_115;MISS_2072
11911274;_member_meronym;12167749;23;81
1342124;_derivationally_related_form;3829563;1;1
2471467;_member_meronym;2472012;1;1
8801546;_instance_hypernym;9032191;6;46
6122178;_hypernym;6115476;MISS_447;MISS_1671
4987620;_derivationally_related_form;982293;1;1
7086518;_derivationally_related_form;1880113;1;1
80169;_hypernym;78760;MISS_220;MISS_1
2942699;_has_part;3340723;MISS_386;315
10127273;_hypernym;10287213;MISS_1618;1301
7311115;_derivationally_related_form;1835496;1;1
7184735;_derivationally_related_form;774056;1;1
11944196;_hypernym;13085113;MISS_249;277
2046755;_derivationally_related_form;343249;1;1
2120140;_derivationally_related_form;14361664;1;1
8821578;_has_part;8821187;MISS_279;MISS_755
606370;_derivationally_related_form;1658762;1;1
2873623;_hypernym;2944826;129;194
2470175;_hypernym;2469835;MISS_141;954
1021794;_synset_domain_topic_of;903559;MISS_1648;69
7233996;_derivationally_related_form;865958;1;1
2299924;_hypernym;2298632;1;1
339085;_derivationally_related_form;358089;1;1
618451;_derivationally_related_form;4743024;1;1
7208708;_hypernym;7208338;5;2
3002351;_derivationally_related_form;13523661;1;1
2397529;_hypernym;2394477;MISS_134;1140
9634494;_hypernym;7846;MISS_3779;1
9679708;_hypernym;9678009;MISS_544;326
6213688;_derivationally_related_form;9755398;1;1
14724025;_hypernym;14723079;86;45
12423565;_member_meronym;12465796;2;36
11719468;_member_meronym;11735822;1;25
6917083;_derivationally_related_form;3108623;1;1
313987;_hypernym;126264;1485;3
5461179;_has_part;5238282;MISS_295;MISS_612
7916970;_hypernym;7885223;MISS_588;MISS_78
12358293;_has_part;7822323;MISS_72;MISS_453
369399;_derivationally_related_form;1387786;1;1
8617963;_hypernym;8664443;MISS_284;1604
7221094;_hypernym;6598915;MISS_470;76
2535909;_member_meronym;2536456;1;2
692143;_derivationally_related_form;7500414;1;1
808191;_similar_to;808614;1;1
7032753;_synset_domain_topic_of;7071942;MISS_220;MISS_115
4038109;_hypernym;4037625;MISS_100;MISS_764
14780267;_derivationally_related_form;237877;1;1
5794403;_hypernym;5793000;MISS_429;841
845178;_hypernym;13440063;MISS_338;234
7526505;_hypernym;7526338;MISS_1;MISS_1
2371811;_hypernym;2367363;MISS_2479;60
4760296;_hypernym;4761517;MISS_311;MISS_1696
8912703;_instance_hypernym;8524735;120;1
2642610;_hypernym;2641957;131;1317
15124545;_has_part;15124713;MISS_1;MISS_554
1521367;_derivationally_related_form;10016954;1;1
1292928;_instance_hypernym;956485;11;1
13617308;_synset_domain_topic_of;922327;MISS_259;80
2503803;_hypernym;2501738;6;8
4695176;_derivationally_related_form;286605;1;1
264776;_also_see;251809;1;1
1232298;_derivationally_related_form;7538395;1;1
356199;_hypernym;351638;MISS_202;243
12633386;_member_meronym;12633638;33;4
2916350;_hypernym;4008634;MISS_136;MISS_1
2575766;_member_meronym;2576223;35;210
8704822;_has_part;8705251;MISS_796;MISS_741
914421;_also_see;1837744;3;3
390735;_derivationally_related_form;1700326;MISS_67;MISS_808
12200315;_member_meronym;12200504;MISS_1;MISS_4
7275489;_hypernym;7274425;1;1
4636610;_hypernym;4636397;MISS_18;MISS_1670
5554405;_hypernym;5554189;MISS_98;MISS_547
11727976;_hypernym;11571907;1;1
12056217;_hypernym;12041446;2;4
1867295;_derivationally_related_form;1627355;1;1
10728998;_derivationally_related_form;2530167;1;1
5697976;_derivationally_related_form;688377;1;1
10617193;_hypernym;10642151;11;12
8438533;_member_meronym;8439476;MISS_43;MISS_356
9615807;_derivationally_related_form;710005;1;1
7270179;_derivationally_related_form;508032;1;1
4072193;_derivationally_related_form;299341;1;1
9877587;_derivationally_related_form;2326355;1;1
572186;_hypernym;126264;MISS_3462;6
7350401;_derivationally_related_form;1892608;1;1
3484083;_has_part;3485997;MISS_591;35
5623181;_derivationally_related_form;306314;MISS_1089;MISS_1443
6888345;_derivationally_related_form;2139883;1;1
1190277;_derivationally_related_form;9782167;1;1
2298160;_derivationally_related_form;8424951;1;1
8188449;_member_meronym;9920901;MISS_48;MISS_10
2120692;_member_meronym;2128120;1;1
8414807;_derivationally_related_form;625963;1;1
13439390;_hypernym;13526110;MISS_685;66
8230219;_hypernym;8227214;MISS_560;MISS_1
734927;_derivationally_related_form;15159583;1;1
4076846;_hypernym;3129123;MISS_459;242
661091;_derivationally_related_form;10707233;1;1
1542207;_derivationally_related_form;10587378;1;1
2453321;_hypernym;2452885;19;5
9223725;_hypernym;9257949;MISS_234;536
3566329;_hypernym;3700963;MISS_114;258
6778925;_hypernym;6778102;17;2
8945821;_instance_hypernym;8698379;8;1
81671;_also_see;262792;1;1
8879388;_instance_hypernym;8524735;2;1
3592245;_hypernym;3111690;1;1
1944466;_hypernym;1974062;MISS_178;MISS_150
667747;_derivationally_related_form;10510546;1;1
543410;_derivationally_related_form;13464820;1;1
4425262;_hypernym;3713736;12;17
19613;_hypernym;13809207;MISS_170;1329
13384164;_hypernym;13281275;MISS_118;MISS_1674
1679669;_derivationally_related_form;7672421;1;1
1024190;_derivationally_related_form;6763681;1;1
229026;_derivationally_related_form;14836960;1;1
1424607;_member_meronym;1425076;MISS_70;MISS_219
4568298;_hypernym;3178782;MISS_183;861
1551871;_derivationally_related_form;937656;1;1
2052675;_derivationally_related_form;15287830;1;1
947857;_derivationally_related_form;634586;MISS_1325;MISS_749
417001;_derivationally_related_form;3118539;1;1
11743772;_hypernym;11743294;MISS_30;MISS_658
14526182;_derivationally_related_form;2134350;1;1
10014939;_derivationally_related_form;2443049;1;1
7400361;_derivationally_related_form;2188587;1;1
346991;_also_see;1754421;1;1
565279;_hypernym;109660;833;2
1560984;_derivationally_related_form;7313814;1;1
8208016;_hypernym;8008335;MISS_325;32
5159495;_hypernym;5159225;MISS_8;MISS_1
73343;_derivationally_related_form;13473097;1;1
4475;_hypernym;4258;7;8
853195;_derivationally_related_form;7215568;1;1
6877742;_derivationally_related_form;34758;1;1
3070193;_hypernym;2670382;MISS_89;MISS_1
10175725;_hypernym;9977660;MISS_292;173
2568884;_derivationally_related_form;10626194;1;1
14526764;_derivationally_related_form;2363358;1;1
582145;_derivationally_related_form;4631700;1;1
12647560;_hypernym;12647376;MISS_2;MISS_698
2942699;_has_part;4211528;MISS_18;MISS_571
7243837;_synset_domain_topic_of;1032368;MISS_292;118
9020299;_instance_hypernym;8524735;MISS_1859;1
3040974;_derivationally_related_form;1392380;1;1
4952570;_hypernym;4952242;MISS_125;324
1628885;_member_meronym;1631035;1;1
4955160;_derivationally_related_form;1245637;1;1
1702154;_derivationally_related_form;9784564;1;1
7289588;_derivationally_related_form;925490;1;1
80705;_synset_domain_topic_of;612160;2;1
10551265;_synset_domain_topic_of;15259284;1;1
2025550;_derivationally_related_form;827782;MISS_1098;MISS_1592
10362003;_hypernym;7846;MISS_3779;MISS_1
76072;_derivationally_related_form;2527651;1;1
7411350;_derivationally_related_form;2033295;1;1
7105475;_member_of_domain_usage;36580;MISS_6;MISS_120
2570267;_hypernym;2514187;MISS_189;205
11867525;_member_meronym;11896904;1;127
6155075;_hypernym;6153846;27;1
464962;_also_see;1430847;1;1
9089923;_instance_hypernym;8524735;469;2
849788;_derivationally_related_form;6780069;1;1
559102;_derivationally_related_form;10056103;1;1
1380122;_derivationally_related_form;367976;1;1
793271;_derivationally_related_form;8479615;1;1
705580;_hypernym;661091;38;51
389238;_derivationally_related_form;5001867;1;1
687295;_derivationally_related_form;9779124;1;1
12163824;_has_part;7755411;29;1
277811;_derivationally_related_form;216216;1;1
10466198;_derivationally_related_form;901103;1;1
3639497;_hypernym;4402057;MISS_101;MISS_1
1672168;_derivationally_related_form;4568713;1;1
15146004;_hypernym;15290337;7;1
2795169;_has_part;3533972;MISS_330;MISS_558
2566528;_derivationally_related_form;9633969;1;1
1193099;_derivationally_related_form;759186;1;1
4894204;_hypernym;4894037;MISS_97;MISS_1670
10037922;_hypernym;10515194;MISS_581;1265
1483779;_hypernym;1463963;158;107
9184136;_hypernym;9183693;MISS_118;MISS_901
2987047;_hypernym;3574816;MISS_486;172
1530431;_derivationally_related_form;5582859;1;1
1558765;_hypernym;1557185;1;1
2418686;_hypernym;2419073;MISS_33;MISS_2099
3051540;_derivationally_related_form;52374;1;1
9426788;_has_part;9313716;1;31
7286368;_hypernym;7286014;MISS_21;MISS_2066
6236802;_hypernym;5946687;1;1
3466162;_has_part;4551375;MISS_32;MISS_28
2229828;_hypernym;2229550;4;10
7154330;_derivationally_related_form;2937108;1;1
1960779;_synset_domain_topic_of;299217;1;1
7027180;_hypernym;7020895;MISS_460;199
1639714;_hypernym;1631534;1;1
1534609;_derivationally_related_form;278221;1;1
2647903;_member_meronym;2648035;MISS_43;MISS_485
61401;_hypernym;61595;MISS_140;405
4230808;_hypernym;3419014;6;1
12994979;_member_meronym;12995724;2;7
6875094;_hypernym;6873571;MISS_132;MISS_2058
2711114;_hypernym;2700867;47;13
9051898;_instance_hypernym;8574314;319;2
11511765;_derivationally_related_form;835903;1;1
1800195;_hypernym;1799302;MISS_31;MISS_2494
6682494;_hypernym;6682290;MISS_8;MISS_1671
1422172;_hypernym;1421622;3;2
1424456;_derivationally_related_form;5553486;1;1
784388;_hypernym;768701;MISS_207;888
3579355;_derivationally_related_form;1675963;1;1
1943406;_also_see;2498708;1;1
7230502;_hypernym;7160883;40;7
486557;_hypernym;486018;MISS_65;MISS_1
2409941;_derivationally_related_form;6520944;1;1
5405324;_hypernym;13771404;MISS_124;MISS_1281
888796;_hypernym;887081;MISS_131;739
156101;_also_see;82241;1;1
2678070;_hypernym;2422026;6;1
5415395;_hypernym;5404728;MISS_123;MISS_1
9014979;_has_part;9263087;31;3
12039743;_member_meronym;12051285;1;1
1292727;_derivationally_related_form;9334396;1;1
1675190;_also_see;1282014;MISS_25;MISS_286
751887;_derivationally_related_form;8190292;1;1
1225562;_derivationally_related_form;11551;1;1
334935;_derivationally_related_form;1499265;1;1
2140033;_derivationally_related_form;522145;1;1
5844105;_hypernym;5839024;MISS_182;MISS_1758
2395406;_derivationally_related_form;2395694;1;1
935940;_derivationally_related_form;1643464;1;1
1958868;_synset_domain_topic_of;299217;1;1
5464685;_has_part;5468523;MISS_6;MISS_32
14123259;_hypernym;14123044;MISS_11;MISS_1
10754449;_derivationally_related_form;2566528;MISS_1461;640
2950154;_derivationally_related_form;7115914;1;1
10319580;_derivationally_related_form;7255998;1;1
13194036;_hypernym;13193642;MISS_147;MISS_1
14862753;_hypernym;14739360;MISS_97;MISS_1
376106;_hypernym;443984;MISS_372;MISS_2058
437852;_also_see;1507402;1;1
8571275;_hypernym;8523483;MISS_158;614
1911511;_member_meronym;1912272;2;1
511817;_derivationally_related_form;2418421;1;1
2215966;_hypernym;2271137;MISS_137;MISS_1671
2119874;_derivationally_related_form;14180327;1;6
2130300;_hypernym;644583;MISS_1218;100
14627820;_derivationally_related_form;1338113;1;1
539510;_hypernym;539121;MISS_101;MISS_1
7388987;_derivationally_related_form;1247804;1;1
11416988;_hypernym;11410625;MISS_289;MISS_1
2376958;_hypernym;2367363;MISS_2479;191
5406782;_hypernym;5397468;MISS_185;MISS_1
6732710;_derivationally_related_form;1015244;1;1
1949007;_hypernym;1955984;MISS_290;582
2474780;_hypernym;884540;MISS_123;MISS_1953
6407094;_hypernym;6362953;MISS_303;335
609506;_hypernym;609683;MISS_125;MISS_1910
3044934;_derivationally_related_form;1456463;1;1
1947735;_hypernym;1945845;MISS_113;MISS_1243
1218766;_derivationally_related_form;1778017;1;1
8851500;_instance_hypernym;8633957;115;1
3082807;_derivationally_related_form;1387786;1;1
10299700;_derivationally_related_form;855674;1;1
13470491;_hypernym;13457378;4;3
4617562;_hypernym;24264;6;5
1522276;_derivationally_related_form;7441619;91;54
1140315;_derivationally_related_form;7797641;1;1
2242464;_synset_domain_topic_of;1090446;9;1
10315561;_derivationally_related_form;13655262;1;1
8766988;_has_part;8772667;2;511
2528534;_member_meronym;2538730;5;140
1528821;_derivationally_related_form;13496286;1;1
5294606;_derivationally_related_form;27268;1;1
394813;_hypernym;140123;MISS_1532;139
8365855;_derivationally_related_form;409281;1;1
10634316;_derivationally_related_form;633443;1;1
58519;_derivationally_related_form;2015598;1;1
2186690;_hypernym;2179518;44;5
904690;_derivationally_related_form;6740644;1;1
9437369;_derivationally_related_form;1558883;1;1
9029457;_has_part;9029884;13;591
3357081;_hypernym;4489008;72;1
5260240;_hypernym;5256862;MISS_144;MISS_1
1569181;_derivationally_related_form;225593;1;1
3120778;_hypernym;4105893;MISS_1145;793
2996904;_derivationally_related_form;6372095;1;1
5011790;_hypernym;5009170;2;1
773432;_derivationally_related_form;7183151;1;1
44150;_hypernym;30358;MISS_921;36
202236;_derivationally_related_form;6756407;1;1
140751;_hypernym;138508;13;7
15068436;_hypernym;14818238;MISS_402;864
12326842;_member_meronym;12327022;MISS_91;MISS_485
6394701;_hypernym;6598915;MISS_470;MISS_408
1397088;_hypernym;1400044;MISS_236;MISS_1
8703454;_has_part;9384223;14;3
1947352;_hypernym;1946996;4;44
4179385;_hypernym;3816849;MISS_119;MISS_2076
1548301;_hypernym;1547832;3;4
558008;_synset_domain_topic_of;463543;16;3
2429695;_member_meronym;2435386;1;1
645552;_derivationally_related_form;152727;1;1
9063673;_instance_hypernym;8638442;56;3
1445407;_hypernym;1441100;MISS_115;MISS_1681
3611590;_hypernym;3433434;MISS_95;MISS_1017
13316332;_hypernym;13313899;MISS_105;MISS_1
11648617;_hypernym;11554175;6;1
3118539;_derivationally_related_form;2666691;1;1
3977966;_hypernym;4520170;MISS_557;MISS_1
12370011;_member_meronym;12370174;MISS_149;MISS_334
1918803;_hypernym;1904930;12;1
4768657;_derivationally_related_form;404642;1;1
276987;_derivationally_related_form;493259;1;1
7142365;_hypernym;7140659;4;1
6669864;_synset_domain_topic_of;6000644;29;1
1097500;_derivationally_related_form;15293590;1;1
10110287;_hypernym;10245639;MISS_538;MISS_1670
9760913;_hypernym;10340312;41;1
10434725;_derivationally_related_form;1645421;5;19
15181718;_has_part;15241777;2;2
307631;_hypernym;306426;MISS_186;1368
1972976;_derivationally_related_form;7344233;1;1
14531392;_hypernym;14531983;MISS_18;MISS_1934
289082;_also_see;1752167;1;1
12213635;_member_meronym;12222715;2;190
11456273;_has_part;11455901;7;2
2505807;_verb_group;1110661;1;1
28362;_hypernym;22686;3;1
7976936;_derivationally_related_form;2490430;1;1
6717170;_member_of_domain_usage;10076033;MISS_6;MISS_1527
2364520;_hypernym;2329401;MISS_251;MISS_1
12006503;_hypernym;11579418;8;1
1105296;_hypernym;1105639;MISS_116;MISS_1
3534776;_hypernym;4517823;2;13
836236;_derivationally_related_form;10685853;1;1
62582;_derivationally_related_form;2758960;1;1
12019675;_hypernym;11579418;9;1
13652066;_hypernym;13603305;1;1
9791248;_synset_domain_topic_of;4323026;MISS_131;MISS_125
835506;_derivationally_related_form;10256537;1;1
8377806;_hypernym;8457976;MISS_293;MISS_386
1866192;_derivationally_related_form;4101497;1;1
3075191;_derivationally_related_form;9714429;1;1
8766988;_has_part;9417560;3;154
11451442;_has_part;11500968;155;633
12775530;_member_meronym;12775919;MISS_232;MISS_548
1507402;_derivationally_related_form;4831031;1;1
8736779;_instance_hypernym;8524735;MISS_1859;1
2497586;_derivationally_related_form;3044083;1;1
10264437;_hypernym;10560637;664;25
6820425;_hypernym;6818970;MISS_143;MISS_448
858631;_hypernym;858377;MISS_23;MISS_1
1703023;_synset_domain_topic_of;7092592;1;1
1336587;_derivationally_related_form;10667187;1;1
12575089;_member_meronym;12576029;MISS_79;MISS_547
2236124;_hypernym;2210855;5;2
9459114;_instance_hypernym;9360122;MISS_705;15
11748811;_hypernym;13139055;MISS_145;227
5044387;_derivationally_related_form;2112546;1;1
10771636;_hypernym;7846;MISS_3779;MISS_1
854000;_derivationally_related_form;1426153;1;1
1154175;_derivationally_related_form;130347;1;1
4975340;_derivationally_related_form;574735;1;1
1602318;_derivationally_related_form;14002279;1;1
4036776;_hypernym;13893786;MISS_33;MISS_1
2539334;_hypernym;2441022;1;3
7805254;_derivationally_related_form;1593937;1;1
12626030;_member_meronym;12627526;1;1
3668642;_hypernym;3931044;MISS_178;MISS_1
660102;_derivationally_related_form;14429985;1;1
12533588;_member_meronym;12533730;MISS_380;MISS_503
12746106;_hypernym;13112664;MISS_681;12
11911591;_member_meronym;11924330;1;130
1128193;_derivationally_related_form;4014297;1;1
1912159;_hypernym;2050132;19;7
3053272;_hypernym;3713736;MISS_680;MISS_1
6095022;_derivationally_related_form;9818343;1;1
10634990;_derivationally_related_form;20926;MISS_1078;MISS_4484
1972017;_member_meronym;1972131;MISS_44;MISS_295
796976;_derivationally_related_form;10616379;1;1
3435382;_hypernym;2716866;161;2
3122295;_hypernym;4543158;MISS_132;MISS_448
9778783;_hypernym;10731244;MISS_157;1180
611802;_derivationally_related_form;5761918;1;1
10271216;_derivationally_related_form;2151966;1;1
1725712;_also_see;1463965;1;1
1311520;_instance_hypernym;996817;MISS_421;MISS_39
2187759;_hypernym;1762525;80;1
14550987;_hypernym;14550797;MISS_17;MISS_1
2927399;_hypernym;3892891;MISS_285;494
11900986;_member_meronym;11902200;5;2
9189411;_has_part;8717209;1;5
6329506;_hypernym;6309383;MISS_127;MISS_878
6023022;_synset_domain_topic_of;6018465;1;1
4579986;_synset_domain_topic_of;503237;10;1
2324717;_hypernym;1864707;44;1
2774630;_has_part;3485997;145;3
8759852;_instance_hypernym;8524735;23;1
2789770;_hypernym;4047401;MISS_49;MISS_1288
1974399;_member_meronym;1997698;11;95
2883205;_hypernym;3815615;MISS_1;MISS_1
8506641;_has_part;8573674;MISS_5;MISS_898
11015080;_instance_hypernym;10022111;1;1
914929;_hypernym;913705;MISS_162;602
8131530;_has_part;8132046;1;47
1679980;_hypernym;1675963;MISS_843;MISS_881
11977125;_member_meronym;11977303;MISS_458;MISS_541
900616;_also_see;1580050;1;1
2394183;_verb_group;1982395;1;1
10373801;_derivationally_related_form;2607909;1;1
746587;_hypernym;746232;2;7
302861;_derivationally_related_form;1713348;1;1
6404582;_hypernym;6333653;MISS_553;MISS_2056
3142679;_hypernym;4014297;MISS_288;59
7432973;_derivationally_related_form;2047650;1;1
463234;_derivationally_related_form;1079604;1;1
187526;_derivationally_related_form;3573282;1;1
1858441;_hypernym;1844917;MISS_212;218
12618942;_member_meronym;12785110;3;38
2138766;_synset_domain_topic_of;903559;91;9
528339;_derivationally_related_form;7419792;1;1
567044;_synset_domain_topic_of;479887;1;1
2398732;_member_meronym;2399000;1;1
403466;_derivationally_related_form;1549905;1;1
751779;_derivationally_related_form;835506;1;1
7048000;_derivationally_related_form;1729431;1;1
912048;_verb_group;975584;1;1
1767199;_member_meronym;1974399;1;1
498530;_hypernym;126264;MISS_3462;6
8887013;_instance_hypernym;9316454;38;1
351485;_hypernym;191142;MISS_718;72
754873;_derivationally_related_form;4665813;1;1
6580351;_hypernym;6568978;2;1
6756407;_hypernym;6722453;MISS_723;359
10092488;_synset_domain_topic_of;475787;2;1
6845599;_member_of_domain_usage;4090064;1;404
927430;_derivationally_related_form;10673451;1;1
13031690;_member_meronym;13033577;2;1
11428023;_hypernym;11473954;76;4
14046202;_derivationally_related_form;59019;1;1
9188609;_instance_hypernym;9426788;56;10
6620063;_hypernym;6619428;7;7
7475107;_hypernym;7473441;MISS_130;MISS_1457
2669789;_hypernym;2671880;MISS_40;MISS_2067
1049685;_derivationally_related_form;2147109;1;1
1693138;_synset_domain_topic_of;933420;29;1
775156;_derivationally_related_form;1170962;1;1
95971;_derivationally_related_form;265386;1;1
2924554;_hypernym;6605396;MISS_37;MISS_1
2161737;_hypernym;1342529;7;1
10146927;_hypernym;7846;MISS_3779;5
4794751;_hypernym;4723816;MISS_462;11
2739254;_derivationally_related_form;13845239;1;1
9840050;_derivationally_related_form;1719921;1;1
13773725;_hypernym;13760316;MISS_179;553
3867201;_hypernym;3936895;MISS_95;MISS_1
2416751;_derivationally_related_form;9935793;1;1
14064644;_derivationally_related_form;1190277;1;1
11999958;_hypernym;11579418;10;1
2739480;_hypernym;121046;MISS_325;MISS_1276
1949973;_hypernym;1942177;MISS_143;409
2444159;_hypernym;2443849;MISS_47;MISS_152
806902;_hypernym;803617;18;10
11867525;_member_meronym;11870607;1;120
10293332;_derivationally_related_form;1919391;1;1
1502262;_member_meronym;1816635;1;1
9425344;_synset_domain_topic_of;6115701;MISS_855;67
9537660;_hypernym;10553805;MISS_45;MISS_1674
13973059;_derivationally_related_form;9791816;1;1
383952;_derivationally_related_form;520357;1;1
13812607;_synset_domain_topic_of;6143546;1;2
10609686;_hypernym;7846;MISS_3779;MISS_1
12200315;_hypernym;11575425;7;1
364297;_hypernym;2609764;MISS_165;1435
11975853;_hypernym;11579418;8;1
5948264;_hypernym;5946687;MISS_702;1403
14425103;_derivationally_related_form;9605289;1;1
483801;_derivationally_related_form;3080309;1;1
1363613;_also_see;1366718;1;1
285889;_derivationally_related_form;1919711;1;1
1941670;_member_meronym;1952162;36;247
1721556;_derivationally_related_form;10201535;1;1
2782815;_derivationally_related_form;10456138;1;1
8699654;_instance_hypernym;8698379;1;1
514069;_derivationally_related_form;5934278;1;1
486018;_derivationally_related_form;211593;1;1
14062725;_derivationally_related_form;273445;1;1
3593526;_hypernym;4531098;MISS_273;1710
152018;_derivationally_related_form;652346;1;1
7157273;_member_of_domain_usage;13769672;3;MISS_1682
9804230;_derivationally_related_form;522068;1;1
10468750;_derivationally_related_form;2443609;1;1
2449340;_derivationally_related_form;13935227;1;1
2051270;_derivationally_related_form;7342495;1;1
528339;_hypernym;387310;MISS_128;MISS_1875
1195804;_hypernym;1158181;5;3
2163982;_member_meronym;2168542;2;1
